sensor_id,lokasi,tipe_sensor,timestamp,suhu,kelembapan,amonia,status_pintu,tekanan,pm25
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:23:25.144531+00:00,,85.47,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:23:25.145531+00:00,,93.57,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:23:25.146299+00:00,,,4.34,,,6.51
NH3-B1,Cold Room B,amonia,2026-05-07T08:23:25.148452+00:00,,,6.05,,,9.07
DOOR-A1,Cold Room A,pintu,2026-05-07T08:23:25.149103+00:00,,,,0,,16.74
DOOR-B1,Cold Room B,pintu,2026-05-07T08:23:25.150328+00:00,,,,0,,7.31
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:23:25.151144+00:00,,,,,63.78,12.06
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:23:25.151862+00:00,,,,,54.22,18.4
TEMP-A1,Cold Room A,suhu,2026-05-07T08:23:33.220185+00:00,-21.59,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:23:33.220540+00:00,-21.12,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:23:33.220921+00:00,,85.34,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:23:33.221302+00:00,,88.6,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:23:33.221647+00:00,,,3.87,,,5.8
NH3-B1,Cold Room B,amonia,2026-05-07T08:23:33.221992+00:00,,,1.49,,,2.23
DOOR-A1,Cold Room A,pintu,2026-05-07T08:23:33.222506+00:00,,,,1,,194.57
DOOR-B1,Cold Room B,pintu,2026-05-07T08:23:33.222879+00:00,,,,0,,5.98
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:23:33.223194+00:00,,,,,77.36,13.99
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:23:33.223520+00:00,,,,,62.09,28.49
TEMP-A1,Cold Room A,suhu,2026-05-07T08:23:35.153885+00:00,-18.91,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:23:35.155554+00:00,-20.58,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:23:35.156487+00:00,,91.49,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:23:35.157274+00:00,,90.03,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:23:35.157821+00:00,,,3.13,,,4.7
NH3-B1,Cold Room B,amonia,2026-05-07T08:23:35.161433+00:00,,,7.13,,,10.7
DOOR-A1,Cold Room A,pintu,2026-05-07T08:23:35.162258+00:00,,,,0,,7.87
DOOR-B1,Cold Room B,pintu,2026-05-07T08:23:35.163419+00:00,,,,0,,5.16
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:23:35.166129+00:00,,,,,72.01,17.96
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:23:35.166954+00:00,,,,,6.91,175.84
TEMP-A1,Cold Room A,suhu,2026-05-07T08:23:43.224611+00:00,-19.46,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:23:43.224790+00:00,-20.62,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:23:43.224937+00:00,,94.84,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:23:43.225117+00:00,,93.78,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:23:43.225293+00:00,,,7.98,,,11.97
NH3-B1,Cold Room B,amonia,2026-05-07T08:23:43.225450+00:00,,,6.47,,,9.71
DOOR-A1,Cold Room A,pintu,2026-05-07T08:23:43.225604+00:00,,,,0,,15.91
DOOR-B1,Cold Room B,pintu,2026-05-07T08:23:43.225740+00:00,,,,0,,14.86
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:23:43.225877+00:00,,,,,50.44,26.31
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:23:43.226019+00:00,,,,,74.62,21.64
TEMP-A1,Cold Room A,suhu,2026-05-07T08:23:45.168628+00:00,-21.42,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:23:45.169159+00:00,-21.08,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:23:45.169500+00:00,,86.08,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:23:45.169845+00:00,,93.95,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:23:45.170135+00:00,,,8.06,,,12.09
NH3-B1,Cold Room B,amonia,2026-05-07T08:23:45.170464+00:00,,,1.07,,,1.6
DOOR-A1,Cold Room A,pintu,2026-05-07T08:23:45.170763+00:00,,,,0,,15.43
DOOR-B1,Cold Room B,pintu,2026-05-07T08:23:45.171113+00:00,,,,0,,9.94
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:23:45.171365+00:00,,,,,74.39,22.81
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:23:45.171606+00:00,,,,,59.62,12.28
TEMP-A1,Cold Room A,suhu,2026-05-07T08:23:53.226432+00:00,-20.17,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:23:53.226817+00:00,-19.05,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:23:53.227036+00:00,,95.0,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:23:53.227282+00:00,,50.85,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:23:53.227524+00:00,,,5.26,,,7.89
NH3-B1,Cold Room B,amonia,2026-05-07T08:23:53.227746+00:00,,,7.83,,,11.75
DOOR-A1,Cold Room A,pintu,2026-05-07T08:23:53.227953+00:00,,,,0,,16.32
DOOR-B1,Cold Room B,pintu,2026-05-07T08:23:53.228199+00:00,,,,0,,7.81
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:23:53.228439+00:00,,,,,78.51,11.39
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:23:53.228686+00:00,,,,,12.95,162.34
TEMP-A1,Cold Room A,suhu,2026-05-07T08:23:55.172826+00:00,-19.31,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:23:55.173263+00:00,-21.62,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:23:55.174289+00:00,,63.26,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:23:55.176349+00:00,,90.43,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:23:55.177084+00:00,,,1.93,,,2.9
NH3-B1,Cold Room B,amonia,2026-05-07T08:23:55.177877+00:00,,,7.94,,,11.91
DOOR-A1,Cold Room A,pintu,2026-05-07T08:23:55.178603+00:00,,,,0,,6.68
DOOR-B1,Cold Room B,pintu,2026-05-07T08:23:55.181047+00:00,,,,0,,16.48
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:23:55.181761+00:00,,,,,50.77,14.68
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:23:55.182648+00:00,,,,,62.89,26.52
TEMP-A1,Cold Room A,suhu,2026-05-07T08:24:03.230229+00:00,-19.03,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:24:03.230736+00:00,-21.53,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:24:03.230901+00:00,,86.06,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:24:03.231062+00:00,,94.76,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:24:03.231208+00:00,,,4.92,,,7.38
NH3-B1,Cold Room B,amonia,2026-05-07T08:24:03.231336+00:00,,,6.76,,,10.14
DOOR-A1,Cold Room A,pintu,2026-05-07T08:24:03.231492+00:00,,,,0,,10.39
DOOR-B1,Cold Room B,pintu,2026-05-07T08:24:03.231674+00:00,,,,0,,5.13
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:24:03.231829+00:00,,,,,54.32,22.69
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:24:03.231966+00:00,,,,,70.28,26.56
TEMP-A1,Cold Room A,suhu,2026-05-07T08:24:05.184817+00:00,-18.57,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:24:05.186199+00:00,-19.71,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:24:05.186625+00:00,,88.64,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:24:05.186970+00:00,,88.22,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:24:05.187372+00:00,,,8.52,,,12.78
NH3-B1,Cold Room B,amonia,2026-05-07T08:24:05.188630+00:00,,,8.65,,,12.98
DOOR-A1,Cold Room A,pintu,2026-05-07T08:24:05.189834+00:00,,,,0,,12.3
DOOR-B1,Cold Room B,pintu,2026-05-07T08:24:05.190620+00:00,,,,0,,18.0
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:24:05.192253+00:00,,,,,52.87,25.07
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:24:05.193713+00:00,,,,,57.37,22.06
TEMP-A1,Cold Room A,suhu,2026-05-07T08:24:13.232412+00:00,-20.31,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:24:13.232832+00:00,-20.01,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:24:13.233187+00:00,,85.6,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:24:13.233415+00:00,,88.09,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:24:13.233641+00:00,,,1.2,,,1.8
NH3-B1,Cold Room B,amonia,2026-05-07T08:24:13.233938+00:00,,,2.72,,,4.08
DOOR-A1,Cold Room A,pintu,2026-05-07T08:24:13.234198+00:00,,,,0,,11.18
DOOR-B1,Cold Room B,pintu,2026-05-07T08:24:13.234417+00:00,,,,0,,7.09
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:24:13.234674+00:00,,,,,75.51,22.34
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:24:13.234939+00:00,,,,,54.3,27.56
TEMP-A1,Cold Room A,suhu,2026-05-07T08:24:15.195966+00:00,-19.22,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:24:15.196892+00:00,-5.87,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:24:15.197385+00:00,,94.63,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:24:15.198262+00:00,,93.02,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:24:15.198800+00:00,,,9.26,,,13.89
NH3-B1,Cold Room B,amonia,2026-05-07T08:24:15.200255+00:00,,,5.85,,,8.77
DOOR-A1,Cold Room A,pintu,2026-05-07T08:24:15.202135+00:00,,,,0,,11.9
DOOR-B1,Cold Room B,pintu,2026-05-07T08:24:15.204273+00:00,,,,0,,7.09
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:24:15.205538+00:00,,,,,71.93,20.07
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:24:15.206561+00:00,,,,,62.42,27.87
TEMP-A1,Cold Room A,suhu,2026-05-07T08:24:23.235866+00:00,-18.39,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:24:23.236285+00:00,-19.01,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:24:23.236470+00:00,,85.58,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:24:23.236628+00:00,,92.45,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:24:23.236749+00:00,,,4.37,,,6.55
NH3-B1,Cold Room B,amonia,2026-05-07T08:24:23.236883+00:00,,,0.6,,,0.9
DOOR-A1,Cold Room A,pintu,2026-05-07T08:24:23.237015+00:00,,,,0,,10.44
DOOR-B1,Cold Room B,pintu,2026-05-07T08:24:23.237125+00:00,,,,0,,12.97
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:24:23.237272+00:00,,,,,55.03,18.98
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:24:23.237413+00:00,,,,,78.76,27.08
TEMP-A1,Cold Room A,suhu,2026-05-07T08:24:25.208640+00:00,-20.92,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:24:25.209000+00:00,-21.8,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:24:25.209724+00:00,,91.66,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:24:25.210216+00:00,,91.77,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:24:25.210611+00:00,,,40.84,,,245.04
NH3-B1,Cold Room B,amonia,2026-05-07T08:24:25.211213+00:00,,,4.73,,,7.1
DOOR-A1,Cold Room A,pintu,2026-05-07T08:24:25.211708+00:00,,,,0,,8.56
DOOR-B1,Cold Room B,pintu,2026-05-07T08:24:25.212103+00:00,,,,0,,13.69
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:24:25.212418+00:00,,,,,62.9,22.07
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:24:25.213057+00:00,,,,,59.91,10.5
TEMP-A1,Cold Room A,suhu,2026-05-07T08:24:33.238160+00:00,-21.0,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:24:33.238539+00:00,-19.07,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:24:33.238838+00:00,,91.5,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:24:33.239126+00:00,,93.8,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:24:33.239374+00:00,,,4.26,,,6.39
NH3-B1,Cold Room B,amonia,2026-05-07T08:24:33.239659+00:00,,,5.58,,,8.37
DOOR-A1,Cold Room A,pintu,2026-05-07T08:24:33.239965+00:00,,,,0,,14.12
DOOR-B1,Cold Room B,pintu,2026-05-07T08:24:33.240205+00:00,,,,0,,5.06
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:24:33.240492+00:00,,,,,56.54,14.06
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:24:33.240788+00:00,,,,,75.35,13.29
TEMP-A1,Cold Room A,suhu,2026-05-07T08:24:35.215034+00:00,-6.16,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:24:35.216255+00:00,-21.74,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:24:35.218466+00:00,,85.13,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:24:35.222997+00:00,,87.63,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:24:35.224421+00:00,,,8.97,,,13.46
NH3-B1,Cold Room B,amonia,2026-05-07T08:24:35.225578+00:00,,,4.07,,,6.11
DOOR-A1,Cold Room A,pintu,2026-05-07T08:24:35.228400+00:00,,,,0,,7.63
DOOR-B1,Cold Room B,pintu,2026-05-07T08:24:35.230090+00:00,,,,0,,12.57
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:24:35.231286+00:00,,,,,56.76,20.99
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:24:35.232346+00:00,,,,,12.03,156.82
TEMP-A1,Cold Room A,suhu,2026-05-07T08:24:43.241718+00:00,-20.47,,,,,
TEMP-A1,Cold Room A,suhu,2026-05-07T08:24:43.241718+00:00,-20.47,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:24:43.242514+00:00,-19.79,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:24:43.242514+00:00,-19.79,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:24:43.243193+00:00,,94.37,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:24:43.243193+00:00,,94.37,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:24:43.243816+00:00,,91.19,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:24:43.243816+00:00,,91.19,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:24:43.244088+00:00,,,4.98,,,7.47
NH3-A1,Cold Room A,amonia,2026-05-07T08:24:43.244088+00:00,,,4.98,,,7.47
NH3-B1,Cold Room B,amonia,2026-05-07T08:24:43.244393+00:00,,,4.15,,,6.23
NH3-B1,Cold Room B,amonia,2026-05-07T08:24:43.244393+00:00,,,4.15,,,6.23
DOOR-A1,Cold Room A,pintu,2026-05-07T08:24:43.245105+00:00,,,,0,,7.21
DOOR-B1,Cold Room B,pintu,2026-05-07T08:24:43.245421+00:00,,,,0,,14.24
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:24:43.245793+00:00,,,,,52.78,28.38
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:24:43.246193+00:00,,,,,64.53,22.2
TEMP-A1,Cold Room A,suhu,2026-05-07T08:24:45.237724+00:00,-21.43,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:24:45.239279+00:00,-19.43,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:24:45.240443+00:00,,92.84,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:24:45.240868+00:00,,89.5,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:24:45.241749+00:00,,,8.47,,,12.71
NH3-B1,Cold Room B,amonia,2026-05-07T08:24:45.242478+00:00,,,8.84,,,13.26
DOOR-A1,Cold Room A,pintu,2026-05-07T08:24:45.245233+00:00,,,,0,,12.12
DOOR-B1,Cold Room B,pintu,2026-05-07T08:24:45.245937+00:00,,,,0,,16.44
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:24:45.246950+00:00,,,,,60.37,25.65
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:24:45.249792+00:00,,,,,79.93,10.51
TEMP-A1,Cold Room A,suhu,2026-05-07T08:24:53.247164+00:00,-20.87,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:24:53.247361+00:00,-18.7,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:24:53.247504+00:00,,85.41,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:24:53.247690+00:00,,86.4,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:24:53.247865+00:00,,,6.6,,,9.9
NH3-B1,Cold Room B,amonia,2026-05-07T08:24:53.248059+00:00,,,8.33,,,12.5
DOOR-A1,Cold Room A,pintu,2026-05-07T08:24:53.248228+00:00,,,,0,,17.87
DOOR-B1,Cold Room B,pintu,2026-05-07T08:24:53.248419+00:00,,,,0,,18.22
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:24:53.248624+00:00,,,,,59.67,27.21
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:24:53.248794+00:00,,,,,14.68,176.17
TEMP-A1,Cold Room A,suhu,2026-05-07T08:24:55.255459+00:00,-21.17,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:24:55.257013+00:00,-19.63,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:24:55.258053+00:00,,92.05,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:24:55.260826+00:00,,85.52,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:24:55.261372+00:00,,,5.64,,,8.46
NH3-B1,Cold Room B,amonia,2026-05-07T08:24:55.261913+00:00,,,4.66,,,6.99
DOOR-A1,Cold Room A,pintu,2026-05-07T08:24:55.263006+00:00,,,,0,,19.67
DOOR-B1,Cold Room B,pintu,2026-05-07T08:24:55.264232+00:00,,,,0,,10.78
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:24:55.267834+00:00,,,,,76.97,13.84
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:24:55.268934+00:00,,,,,54.81,27.83
TEMP-A1,Cold Room A,suhu,2026-05-07T08:25:03.250115+00:00,-18.2,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:25:03.250667+00:00,-20.4,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:25:03.251101+00:00,,91.28,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:25:03.251369+00:00,,94.86,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:25:03.251646+00:00,,,2.09,,,3.13
NH3-B1,Cold Room B,amonia,2026-05-07T08:25:03.251889+00:00,,,8.24,,,12.36
DOOR-A1,Cold Room A,pintu,2026-05-07T08:25:03.252148+00:00,,,,0,,14.39
DOOR-B1,Cold Room B,pintu,2026-05-07T08:25:03.252541+00:00,,,,0,,8.42
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:25:03.252808+00:00,,,,,50.16,16.8
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:25:03.253049+00:00,,,,,63.09,18.15
TEMP-A1,Cold Room A,suhu,2026-05-07T08:25:05.272956+00:00,-21.05,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:25:05.275079+00:00,-20.2,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:25:05.276152+00:00,,91.17,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:25:05.277698+00:00,,89.6,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:25:05.279682+00:00,,,6.07,,,9.11
NH3-B1,Cold Room B,amonia,2026-05-07T08:25:05.280271+00:00,,,4.18,,,6.27
DOOR-A1,Cold Room A,pintu,2026-05-07T08:25:05.280834+00:00,,,,0,,10.32
DOOR-B1,Cold Room B,pintu,2026-05-07T08:25:05.281655+00:00,,,,0,,10.43
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:25:05.287321+00:00,,,,,70.41,29.27
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:25:05.288755+00:00,,,,,61.28,17.2
TEMP-A1,Cold Room A,suhu,2026-05-07T08:25:13.253808+00:00,-21.6,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:25:13.254264+00:00,-18.99,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:25:13.254567+00:00,,91.42,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:25:13.254873+00:00,,85.15,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:25:13.255136+00:00,,,8.93,,,13.39
NH3-B1,Cold Room B,amonia,2026-05-07T08:25:13.255412+00:00,,,5.8,,,8.7
DOOR-A1,Cold Room A,pintu,2026-05-07T08:25:13.256100+00:00,,,,0,,13.88
DOOR-B1,Cold Room B,pintu,2026-05-07T08:25:13.256741+00:00,,,,0,,16.89
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:25:13.257056+00:00,,,,,75.35,13.93
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:25:13.257395+00:00,,,,,57.02,26.7
TEMP-A1,Cold Room A,suhu,2026-05-07T08:25:15.290809+00:00,-19.0,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:25:15.293498+00:00,-18.19,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:25:15.295610+00:00,,86.6,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:25:15.298348+00:00,,88.28,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:25:15.299036+00:00,,,34.95,,,209.7
NH3-B1,Cold Room B,amonia,2026-05-07T08:25:15.299553+00:00,,,4.08,,,6.12
DOOR-A1,Cold Room A,pintu,2026-05-07T08:25:15.300349+00:00,,,,0,,7.9
DOOR-B1,Cold Room B,pintu,2026-05-07T08:25:15.301030+00:00,,,,0,,15.01
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:25:15.301300+00:00,,,,,66.22,14.42
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:25:15.301899+00:00,,,,,61.26,17.49
TEMP-A1,Cold Room A,suhu,2026-05-07T08:25:23.258394+00:00,-20.09,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:25:23.258583+00:00,-7.09,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:25:23.258751+00:00,,92.32,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:25:23.258880+00:00,,87.1,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:25:23.259039+00:00,,,6.24,,,9.36
NH3-B1,Cold Room B,amonia,2026-05-07T08:25:23.259184+00:00,,,2.63,,,3.94
DOOR-A1,Cold Room A,pintu,2026-05-07T08:25:23.259314+00:00,,,,0,,19.0
DOOR-B1,Cold Room B,pintu,2026-05-07T08:25:23.259467+00:00,,,,0,,11.95
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:25:23.259615+00:00,,,,,69.27,11.72
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:25:23.259767+00:00,,,,,55.76,16.24
TEMP-A1,Cold Room A,suhu,2026-05-07T08:25:25.307022+00:00,-20.71,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:25:25.307641+00:00,-20.1,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:25:25.308370+00:00,,57.78,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:25:25.309016+00:00,,91.15,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:25:25.309511+00:00,,,0.65,,,0.98
NH3-B1,Cold Room B,amonia,2026-05-07T08:25:25.310019+00:00,,,2.04,,,3.06
DOOR-A1,Cold Room A,pintu,2026-05-07T08:25:25.310741+00:00,,,,0,,19.11
DOOR-B1,Cold Room B,pintu,2026-05-07T08:25:25.312350+00:00,,,,0,,14.18
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:25:25.313670+00:00,,,,,58.87,26.06
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:25:25.315092+00:00,,,,,50.1,20.81
TEMP-A1,Cold Room A,suhu,2026-05-07T08:25:33.260196+00:00,-21.58,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:25:33.260668+00:00,-19.64,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:25:33.260956+00:00,,53.31,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:25:33.261234+00:00,,90.7,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:25:33.261601+00:00,,,6.47,,,9.71
NH3-B1,Cold Room B,amonia,2026-05-07T08:25:33.261957+00:00,,,2.38,,,3.57
DOOR-A1,Cold Room A,pintu,2026-05-07T08:25:33.262290+00:00,,,,0,,8.97
DOOR-B1,Cold Room B,pintu,2026-05-07T08:25:33.262766+00:00,,,,0,,16.43
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:25:33.263418+00:00,,,,,67.82,11.44
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:25:33.263768+00:00,,,,,62.03,23.27
TEMP-A1,Cold Room A,suhu,2026-05-07T08:25:35.318242+00:00,-20.03,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:25:35.319310+00:00,-20.2,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:25:35.319596+00:00,,88.14,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:25:35.321153+00:00,,88.1,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:25:35.323967+00:00,,,6.95,,,10.43
NH3-B1,Cold Room B,amonia,2026-05-07T08:25:35.326155+00:00,,,0.57,,,0.85
DOOR-A1,Cold Room A,pintu,2026-05-07T08:25:35.327384+00:00,,,,0,,19.34
DOOR-B1,Cold Room B,pintu,2026-05-07T08:25:35.328514+00:00,,,,0,,14.07
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:25:35.330384+00:00,,,,,58.23,23.35
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:25:35.331110+00:00,,,,,78.99,22.13
TEMP-A1,Cold Room A,suhu,2026-05-07T08:25:43.264741+00:00,-18.05,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:25:43.265232+00:00,-20.84,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:25:43.265536+00:00,,51.17,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:25:43.265797+00:00,,89.33,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:25:43.266041+00:00,,,6.24,,,9.36
NH3-B1,Cold Room B,amonia,2026-05-07T08:25:43.266328+00:00,,,8.39,,,12.59
